register,variable_name,documented_name,unit,data_type,values,read_interval,writable,adjustments,note
# Internal BMS: PACE BMS model P16S100A; protocol: PACE_MODBUS (RS485 variant),,,,,,,,,
# Interface: RS485A port (RJ45 on front panel); also CAN bus (separate port),,,,,,,,,
# RS485 wiring: RJ45 port; pin 4 = Data+ (A); pin 5 = Data- (B); pin 6 = GND,,,,,,,,,
#   Multi-battery daisy chain: RS485B port of unit N → RS485A port of unit N+1,,,,,,,,,
#   Set DIP switch on each battery to unique address (1=ON = address 1; etc.),,,,,,,,,
#   Master battery DIP: address 1; do NOT set any battery to address 0x00 (master mode disables RS485),,,,,,,,,
# Serial parameters: 9600 baud,8 data bits,No parity,1 stop bit (9600 8N1),,,,,,
# Modbus function code: FC03 (read holding registers); FC06 / FC16 (write),,,,,,,,,
# Unit ID: DIP-switch selected (1 = default master; 1-8 for parallel stacks),,,,,,,,,
# All values are uint16 unless noted; scaling in note column,,,,,,,,,
# PACE BMS register map; addresses are decimal (0-based PDU address),,,,,,,,,
